出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第二十八出,风入松,否,3,[0],[0],[0],[0],"[2, 10, 6]",[],"[5, 7, 8, 6]"
第二十八出,风入松,是,4,[0],[0],[0],[0],"[5, 7, 8, 6]",[],"[7, 4, 9, 2]"
第二十九出,金蕉叶,否,1,[0],[0],[0],[0],[],[],"[4, 4, 8, 4, 4, 4, 7, 10, 6, 4, 18, 4, 12, 7, 5, 7, 4, 4, 6, 6, 13, 8, 7, 6, 6, 2, 6, 8, 3, 3, 5, 8]"
第二十九出,小蓬莱,否,2,[0],[0],[0],[0],"[4, 4, 8, 4, 4, 4, 7, 10, 6, 4, 18, 4, 12, 7, 5, 7, 4, 4, 6, 6, 13, 8, 7, 6, 6, 2, 6, 8, 3, 3, 5, 8]",[]
第二十九出,集唐,否,3,"[7, 7, 7, 7, 2, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 9, 6, 7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 7, 2, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 9, 6, 7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 7, 7, 7, 2, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 9, 6, 7, 4]"
第二十九出,胜如花,否,4,[0],[0],[0],[0],[],[],"[3, 7, 6, 6, 5, 2, 2, 8, 4, 8]"
第二十九出,胜如花,是,5,[0],[0],[0],[0],"[3, 7, 6, 6, 5, 2, 2, 8, 4, 8]",[],"[4, 1, 1, 1, 5, 7, 4, 6, 7, 3, 4, 4, 14, 6, 7, 4, 5, 21, 6, 5, 19, 6, 5, 20, 4, 9, 1, 1, 1, 8, 6, 6, 4]"
第二十九出,滴溜子,否,6,[0],[0],[0],[0],"[4, 1, 1, 1, 5, 7, 4, 6, 7, 3, 4, 4, 14, 6, 7, 4, 5, 21, 6, 5, 19, 6, 5, 20, 4, 9, 1, 1, 1, 8, 6, 6, 4]",[],"[3, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 14, 6, 4, 4, 4, 2, 3, 6, 4, 4, 4, 9, 7, 10, 4, 6, 8, 6, 4, 6]"
第二十九出,榴花泣,否,7,[0],[0],[0],[0],"[3, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 14, 6, 4, 4, 4, 2, 3, 6, 4, 4, 4, 9, 7, 10, 4, 6, 8, 6, 4, 6]",[],"[9, 5, 5, 3, 5, 4, 4, 4]"
第二十九出,榴花泣,是,8,[0],[0],[0],[0],"[9, 5, 5, 3, 5, 4, 4, 4]",[],"[5, 8, 4, 4, 3, 2, 3, 12, 6, 4, 4, 9, 5, 9, 6, 6, 14, 5, 4, 5, 6, 11, 7, 7, 2, 2, 8, 8, 5, 2, 7, 5, 4, 5, 4, 6, 4, 5, 6, 11, 6, 5, 11, 5, 5, 4, 4]"
第二十九出,急板令,否,9,[0],[0],[0],[0],"[5, 8, 4, 4, 3, 2, 3, 12, 6, 4, 4, 9, 5, 9, 6, 6, 14, 5, 4, 5, 6, 11, 7, 7, 2, 2, 8, 8, 5, 2, 7, 5, 4, 5, 4, 6, 4, 5, 6, 11, 6, 5, 11, 5, 5, 4, 4]",[],"[4, 8, 6, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 8, 4, 4, 7, 7, 2, 5, 6, 2, 9, 6, 7, 6, 1, 8, 4]"
第二十九出,急板令,是,10,[0],[0],[0],[0],"[4, 8, 6, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 8, 4, 4, 7, 7, 2, 5, 6, 2, 9, 6, 7, 6, 1, 8, 4]",[],"[5, 2, 5, 4, 4, 2, 2, 2, 2, 5, 1, 6, 3, 4, 7, 3, 1, 12, 5, 8, 4, 8, 1, 8, 6, 1, 4, 10, 3, 7, 6, 6, 7, 2, 4, 6, 4]"
第二十九出,二郎神,否,11,[0],[0],[0],[0],"[5, 2, 5, 4, 4, 2, 2, 2, 2, 5, 1, 6, 3, 4, 7, 3, 1, 12, 5, 8, 4, 8, 1, 8, 6, 1, 4, 10, 3, 7, 6, 6, 7, 2, 4, 6, 4]",[],"[5, 5, 8, 2, 2, 2, 11, 11, 9, 1, 4, 4, 7, 4, 11, 6, 6, 4, 9, 2, 2, 2, 12, 4, 6, 4, 4, 4, 6, 6, 6, 9, 10, 4, 4, 4, 10, 6, 4, 4, 4, 4, 3, 6, 6, 7]"
第二十九出,玉莺啼,否,12,[0],[0],[0],[0],"[5, 5, 8, 2, 2, 2, 11, 11, 9, 1, 4, 4, 7, 4, 11, 6, 6, 4, 9, 2, 2, 2, 12, 4, 6, 4, 4, 4, 6, 6, 6, 9, 10, 4, 4, 4, 10, 6, 4, 4, 4, 4, 3, 6, 6, 7]",[],"[9, 11, 1, 2, 2, 9, 4, 4, 12, 10, 3, 10, 1, 5, 8, 14, 5, 2, 7, 4, 6, 4, 2, 2, 7, 4, 4, 6, 6, 4, 4, 4]"
第二十九出,簇御林,否,13,[0],[0],[0],[0],"[9, 11, 1, 2, 2, 9, 4, 4, 12, 10, 3, 10, 1, 5, 8, 14, 5, 2, 7, 4, 6, 4, 2, 2, 7, 4, 4, 6, 6, 4, 4, 4]",[]
第二十九出,啄木儿,否,14,[0],[0],[0],[0],[],[],[10]
第二十九出,滴溜子,否,15,[0],[0],[0],[0],[10],[]
第二十九出,尾声,否,16,[0],[0],[0],[0],[],[],"[2, 2, 12]"
第三十出,清江引,否,1,[0],[0],[0],[0],[],[]
第三十出,清江引,是,2,[0],[0],[0],[0],[],[]
第三十出,清江引,是,3,[0],[0],[0],[0],[],[],"[3, 12, 6, 4, 4, 1, 7, 9, 9, 8, 8, 9, 8, 8, 8, 10, 11]"
第三十出,仙吕点绛唇,否,4,[0],[0],[0],[0],"[3, 12, 6, 4, 4, 1, 7, 9, 9, 8, 8, 9, 8, 8, 8, 10, 11]",[],"[2, 11, 6, 6, 7]"
第三十出,混江龙,否,5,[0],[0],[0],[0],"[2, 11, 6, 6, 7]",[]
第三十出,清江引,否,6,[0],[0],[0],[0],[],[],"[3, 4, 6, 14, 2, 3, 3, 5, 3, 4, 13, 2, 2, 2, 4, 7, 6, 11, 7, 3, 3, 3, 3, 3, 5, 4, 4, 7, 8, 8, 8, 5, 12, 2, 8, 2, 7, 10, 5, 3, 7, 5, 4, 4, 6, 4]"
第三十出,浪淘沙,否,7,[0],[0],[0],[0],"[3, 4, 6, 14, 2, 3, 3, 5, 3, 4, 13, 2, 2, 2, 4, 7, 6, 11, 7, 3, 3, 3, 3, 3, 5, 4, 4, 7, 8, 8, 8, 5, 12, 2, 8, 2, 7, 10, 5, 3, 7, 5, 4, 4, 6, 4]",[]
第三十出,浪淘沙,是,8,[0],[0],[0],[0],[],[]
第三十出,浪淘沙,是,9,[0],[0],[0],[0],[],[]
第三十出,浪淘沙,是,10,[0],[0],[0],[0],[],[]
第三十出,浪淘沙,是,11,[0],[0],[0],[0],[],[]
第三十出,浪淘沙,是,12,[0],[0],[0],[0],[],[],"[2, 8, 7, 6, 6, 10, 7, 10, 10, 7, 7, 10, 10, 10, 9, 7, 8, 7, 8, 7, 7, 9, 10, 13, 14, 10, 10, 10, 10, 5, 4]"
第三十出,北沉醉东风,否,13,[0],[0],[0],[0],"[2, 8, 7, 6, 6, 10, 7, 10, 10, 7, 7, 10, 10, 10, 9, 7, 8, 7, 8, 7, 7, 9, 10, 13, 14, 10, 10, 10, 10, 5, 4]",[]
第三十出,北沉醉东风,是,14,[0],[0],[0],[0],[],[]
第三十出,北沉醉东风,是,15,[0],[0],[0],[0],[],[]
第三十出,北沉醉东风,是,16,[0],[0],[0],[0],[],[],[6]
第三十出,清江引,否,17,[0],[0],[0],[0],[6],[]
第三十出,北尾,否,18,[0],[0],[0],[0],[],[]
