出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第四十六出,榴花泣,否,7,"[4, 5, 3, 3, 3, 8, 6, 6, 8, 8, 4, 10, 7, 7]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 6, 8, 8, 4, 0, 0, 0]","[4, 5, 3, 3, 0, 7, 6, 0, 0, 0, 0, 9, 7, 7]","[4, 6, 10, 2, 9, 5, 8, 2, 6, 6, 5, 4, 7, 4, 2, 4, 4, 10, 3, 5, 15, 4, 6, 7, 8, 4, 4, 2, 5, 5, 5, 5, 4, 9, 8, 5, 4, 4, 6, 4, 3, 8, 9, 4, 4, 2, 5, 7, 6, 7, 5, 5, 4, 4, 4, 4, 2]",[]
第四十六出,尾声,否,8,"[7, 3, 8, 13]","[0, 0, 1, 6]","[0, 3, 0, 0]","[7, 0, 7, 7]",[],[]
第四十七出,出队子,否,1,"[4, 7, 8, 8, 4, 4]","[0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0]","[4, 7, 7, 7, 4, 4]",[],[],"[4, 4, 13, 2, 2, 7, 4, 14, 2, 5, 5]"
第四十七出,双劝酒,否,2,"[4, 4, 4, 4, 5, 5, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 4, 5, 5, 3, 4]","[4, 4, 13, 2, 2, 7, 4, 14, 2, 5, 5]",[],"[5, 4, 4, 6, 6, 11, 11, 6, 7, 7, 7, 2, 13, 8, 3]"
第四十七出,北夜行船,否,3,"[8, 8, 2, 2, 5, 5, 3, 9, 3, 6, 6, 6, 4, 2, 8]","[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 2, 0, 0, 3, 0, 3, 6, 6, 6, 4, 0, 0]","[8, 8, 0, 0, 4, 5, 0, 7, 0, 0, 0, 0, 0, 2, 8]","[5, 4, 4, 6, 6, 11, 11, 6, 7, 7, 7, 2, 13, 8, 3]",[],"[2, 2, 3, 2, 6, 2, 3, 3, 3, 2, 2, 6, 2, 2, 4, 4, 4, 4, 4, 4, 3, 5, 3, 4, 3, 3, 3, 2, 2, 2, 7, 2]"
第四十七出,北清江引,否,4,"[1, 9, 5, 5, 5, 12]","[0, 2, 0, 0, 0, 3]","[1, 0, 0, 0, 0, 0]","[0, 7, 5, 5, 5, 9]","[2, 2, 3, 2, 6, 2, 3, 3, 3, 2, 2, 6, 2, 2, 4, 4, 4, 4, 4, 4, 3, 5, 3, 4, 3, 3, 3, 2, 2, 2, 7, 2]",[],"[2, 5, 4, 5, 2, 3, 7, 2, 2, 2, 7, 2, 7]"
第四十七出,北清江引,是,5,"[8, 5, 6, 5, 11]","[1, 0, 1, 0, 4]","[0, 0, 0, 0, 0]","[7, 5, 5, 5, 7]","[2, 5, 4, 5, 2, 3, 7, 2, 2, 2, 7, 2, 7]",[],"[2, 2, 4, 5, 4, 4, 4, 3, 4, 3, 3, 2, 7, 3, 5, 2, 2, 8, 7, 4, 5, 3, 7, 6, 6, 5, 6, 3, 5, 5, 4, 3, 8, 2, 2, 6, 4]"
第四十七出,北尾,否,6,"[11, 2, 10, 14, 12]","[5, 0, 2, 8, 7]","[0, 2, 0, 0, 0]","[6, 0, 8, 6, 5]","[2, 2, 4, 5, 4, 4, 4, 3, 4, 3, 3, 2, 7, 3, 5, 2, 2, 8, 7, 4, 5, 3, 7, 6, 6, 5, 6, 3, 5, 5, 4, 3, 8, 2, 2, 6, 4]",[],"[6, 7, 7, 4, 7, 5, 11, 7, 5, 3, 8, 1, 8, 6, 6, 8, 5, 9, 8, 6, 6, 5, 1, 1, 1, 8, 8, 4, 4, 2, 4]"
第四十七出,缕缕金,否,7,"[3, 3, 5, 3, 5, 4, 2, 2, 5, 5]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 2, 2, 0, 0]","[3, 3, 5, 3, 3, 4, 0, 0, 5, 5]","[6, 7, 7, 4, 7, 5, 11, 7, 5, 3, 8, 1, 8, 6, 6, 8, 5, 9, 8, 6, 6, 5, 1, 1, 1, 8, 8, 4, 4, 2, 4]",[],"[3, 15, 4, 7, 6, 10, 7, 6, 4, 7, 11, 2, 9, 5, 3, 6, 3, 11, 6, 4]"
第四十七出,一封书,否,8,"[5, 3, 3, 5, 3, 3, 7, 7, 3, 3, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 3, 5, 3, 3, 7, 7, 3, 3, 7]","[3, 15, 4, 7, 6, 10, 7, 6, 4, 7, 11, 2, 9, 5, 3, 6, 3, 11, 6, 4]",[],"[6, 4, 5, 6, 9, 4, 13, 2, 6, 5, 5, 6, 4, 8, 7, 8, 3, 4, 13, 11, 8, 4, 8, 11, 6, 2, 2, 10, 3, 6, 11, 5, 7, 6, 8, 8, 4, 7, 6, 3, 6, 4, 8, 8, 5, 12, 7, 7, 6, 4, 9, 3, 4, 4, 5, 5, 9]"
第四十七出,一封书,是,9,"[5, 6, 2, 5, 6, 2, 9, 2, 9, 3, 3, 8]","[0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1]","[0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0]","[5, 6, 0, 5, 6, 0, 8, 0, 7, 3, 3, 7]","[6, 4, 5, 6, 9, 4, 13, 2, 6, 5, 5, 6, 4, 8, 7, 8, 3, 4, 13, 11, 8, 4, 8, 11, 6, 2, 2, 10, 3, 6, 11, 5, 7, 6, 8, 8, 4, 7, 6, 3, 6, 4, 8, 8, 5, 12, 7, 7, 6, 4, 9, 3, 4, 4, 5, 5, 9]",[],"[2, 4, 6]"
第四十七出,尾声,否,10,"[8, 7, 8, 9]","[2, 1, 0, 1]","[0, 0, 8, 0]","[6, 6, 0, 8]","[2, 4, 6]",[],"[2, 7, 5, 8, 7, 4, 3, 7, 4, 7, 2, 2, 3, 4, 8, 7, 5, 6, 2, 8, 4, 7, 6, 2, 7, 6, 10, 1, 8, 10, 5, 4, 5, 5, 6, 3, 7, 4, 5, 3, 5, 5]"
第四十七出,江头送别,否,11,"[3, 3, 4, 3, 3, 4, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 4, 3, 3, 4, 7, 7]","[2, 7, 5, 8, 7, 4, 3, 7, 4, 7, 2, 2, 3, 4, 8, 7, 5, 6, 2, 8, 4, 7, 6, 2, 7, 6, 10, 1, 8, 10, 5, 4, 5, 5, 6, 3, 7, 4, 5, 3, 5, 5]",[]
第四十七出,江头送别,是,12,"[3, 3, 5, 3, 3, 5, 9, 3, 6]","[0, 0, 1, 0, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 4, 3, 3, 4, 7, 3, 6]",[],[],"[5, 3, 4, 4]"
第四十八出,十二时,否,1,"[6, 5, 4, 4, 8, 7]","[0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0]","[6, 4, 4, 4, 8, 6]",[],[]
第四十八出,浣溪沙,否,2,"[7, 7, 7, 7, 7, 7, 2, 6, 4, 6, 6, 10, 4, 9, 10, 8, 7, 4, 2, 6, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 7, 7, 7, 2, 6, 4, 6, 6, 10, 4, 9, 10, 8, 7, 4, 2, 6, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 7, 7, 7, 7, 7, 2, 6, 4, 6, 6, 10, 4, 9, 10, 8, 7, 4, 2, 6, 4, 5]"
第四十八出,针线箱,否,3,"[10, 10, 10, 7, 3, 8, 8, 3, 4, 7]","[3, 3, 3, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[7, 7, 7, 7, 0, 7, 7, 3, 4, 7]",[],[],[6]
第四十八出,针线箱,是,4,"[7, 8, 2, 6, 6, 12, 7, 3, 10, 8, 4, 2, 3, 4, 7]","[0, 1, 0, 0, 0, 5, 0, 0, 3, 1, 0, 0, 0, 0, 0]","[0, 0, 2, 6, 6, 0, 0, 3, 0, 0, 4, 2, 3, 0, 0]","[7, 7, 0, 0, 0, 7, 7, 0, 7, 7, 0, 0, 0, 4, 7]",[6],[],"[4, 8, 6, 4, 5, 5]"
第四十八出,月儿高,否,5,"[5, 5, 5, 5, 4, 8, 4, 5, 4, 6, 6, 7, 7]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 5, 4, 7, 4, 5, 4, 5, 6, 4, 5]","[4, 8, 6, 4, 5, 5]",[],"[6, 1, 5, 5, 6, 5, 9, 4, 1, 4, 4, 1, 6, 5, 2]"
第四十八出,不是路,否,6,"[4, 7, 3, 8, 3, 7, 8, 5, 3, 3, 7, 4, 4]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0]","[4, 7, 3, 7, 3, 7, 7, 0, 0, 3, 7, 4, 4]","[6, 1, 5, 5, 6, 5, 9, 4, 1, 4, 4, 1, 6, 5, 2]",[],[]
第四十八出,不是路,是,7,"[4, 3, 9, 4, 10, 2, 4, 3, 4, 7, 4, 4, 4, 4, 5, 7, 5, 4, 3, 8, 3, 8, 5, 4, 5, 6, 2, 2, 4, 5, 6, 4, 4, 2, 5, 2, 2, 4, 3, 5, 10, 3, 1, 6, 4, 8, 4, 4]","[0, 0, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 3, 0, 0, 0, 2, 4, 3, 4, 7, 4, 4, 4, 4, 5, 7, 5, 4, 0, 0, 0, 0, 5, 4, 5, 6, 2, 2, 4, 5, 6, 4, 4, 2, 5, 2, 2, 4, 3, 5, 10, 3, 1, 6, 0, 0, 0, 0]","[4, 0, 7, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 4, 4]",[],[],"[1, 4, 2, 6, 1, 6, 6, 1, 4, 9]"
第四十八出,不是路,是,8,"[4, 7, 4, 7, 2, 6, 2, 1, 9, 6, 5, 4, 8, 2, 10, 4, 4, 8, 3, 7, 6, 5]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 1]","[0, 0, 0, 0, 2, 6, 2, 1, 9, 6, 0, 4, 0, 2, 0, 4, 4, 8, 0, 0, 0, 0]","[4, 7, 3, 7, 0, 0, 0, 0, 0, 0, 3, 0, 7, 0, 7, 0, 0, 0, 3, 7, 4, 4]","[1, 4, 2, 6, 1, 6, 6, 1, 4, 9]",[],"[2, 3, 7]"
第四十八出,不是路,是,9,"[4, 8, 3, 8, 2, 7, 3, 4, 9, 10, 6, 6, 2, 7, 5, 4, 7, 4, 13, 7, 4]","[0, 1, 0, 1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 1, 0, 0, 6, 3, 0]","[0, 0, 0, 0, 2, 7, 0, 4, 0, 0, 6, 6, 2, 7, 5, 0, 7, 4, 0, 0, 0]","[4, 7, 3, 7, 0, 0, 3, 0, 7, 7, 0, 0, 0, 0, 0, 3, 0, 0, 7, 4, 4]","[2, 3, 7]",[],"[4, 2, 9, 4]"
第四十八出,番山虎,否,10,"[8, 8, 10, 8, 5, 4, 5, 5, 5, 7, 5, 4, 4, 1, 7]","[3, 1, 3, 3, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[5, 7, 7, 5, 5, 4, 4, 4, 4, 5, 5, 4, 4, 0, 4]","[4, 2, 9, 4]",[]
第四十八出,番山虎,是,11,"[5, 4, 6, 5, 7, 6, 6, 6, 3, 3, 5, 5]","[1, 0, 1, 1, 3, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 5, 4, 4, 5, 5, 5, 3, 3, 5, 5]",[],[],"[3, 7]"
第四十八出,番山虎,是,12,"[7, 8, 8, 8, 5, 10, 4, 4, 7]","[3, 4, 3, 4, 1, 2, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 5, 4, 4, 8, 4, 4, 4]","[3, 7]",[]
第四十八出,番山虎,是,13,"[7, 9, 6, 4, 9, 3, 7, 5, 10, 10, 9, 5]","[3, 5, 1, 0, 3, 0, 3, 1, 1, 6, 4, 1]","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]","[4, 4, 5, 4, 6, 0, 4, 4, 9, 4, 5, 4]",[],[]
第四十八出,尾声,否,14,"[11, 5, 9, 3, 8, 5, 4]","[4, 0, 2, 0, 0, 1, 1]","[0, 5, 0, 3, 8, 0, 0]","[7, 0, 7, 0, 0, 4, 3]",[],[]
第四十九出,三登乐,否,1,"[4, 7, 7, 6, 4, 8, 5]","[0, 0, 0, 0, 0, 4, 1]","[0, 0, 0, 0, 0, 0, 0]","[4, 7, 7, 6, 4, 4, 4]",[],[]
第四十九出,集唐,否,2,"[7, 2, 7, 2, 7, 2, 7, 2, 8, 8, 4, 4, 8, 8, 5, 9, 9, 6, 6, 4, 4, 6, 6, 6, 6, 6, 6, 8, 8, 7, 7, 6, 10, 4, 4, 6, 6]","[0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 7, 0, 7, 0, 7, 0, 8, 8, 4, 4, 8, 8, 5, 9, 9, 6, 6, 4, 4, 6, 6, 6, 6, 6, 6, 8, 8, 7, 7, 6, 10, 4, 4, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 2, 7, 2, 7, 2, 7, 2, 8, 8, 4, 4, 8, 8, 5, 9, 9, 6, 6, 4, 4, 6, 6, 6, 6, 6, 6, 8, 8, 7, 7, 6, 10, 4, 4, 6, 6]"
第四十九出,锦缠道,否,3,"[3, 6, 6, 7, 9, 4, 8, 4, 6, 9, 6, 7, 3, 9]","[0, 0, 1, 0, 6, 0, 5, 0, 2, 4, 0, 0, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 6, 5, 7, 3, 4, 3, 4, 4, 5, 6, 7, 0, 8]",[],[],"[4, 11, 8, 5, 11, 4, 7, 6, 7, 7, 5, 3, 2, 4, 5, 3, 3, 6, 5, 5, 4, 6, 2, 7, 5, 2, 7, 1, 8, 5, 2, 7, 4, 8, 8, 4, 6, 5, 4, 5, 5, 8, 4, 3, 3, 10, 6, 9, 4, 3, 5, 4, 6, 10, 3, 8, 3]"
第四十九出,皂罗袍,否,4,"[6, 5, 4, 4, 9, 5, 5, 6, 4, 7, 7, 5, 6, 4, 4, 4, 4, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 4, 9, 5, 5, 6, 4, 0, 0, 5, 0, 0, 0, 0, 4, 0]","[6, 5, 4, 0, 0, 0, 0, 0, 0, 7, 7, 0, 4, 4, 4, 4, 0, 8]","[4, 11, 8, 5, 11, 4, 7, 6, 7, 7, 5, 3, 2, 4, 5, 3, 3, 6, 5, 5, 4, 6, 2, 7, 5, 2, 7, 1, 8, 5, 2, 7, 4, 8, 8, 4, 6, 5, 4, 5, 5, 8, 4, 3, 3, 10, 6, 9, 4, 3, 5, 4, 6, 10, 3, 8, 3]",[],"[3, 3, 6, 4, 5, 5, 9, 4, 7, 7, 4, 7, 10, 4, 5, 6, 2, 4, 4, 7, 2, 2]"
第四十九出,皂罗袍,是,5,"[6, 8, 5, 4, 7, 7, 7, 6, 4, 6, 4, 4, 7]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[0, 8, 0, 0, 0, 0, 7, 0, 0, 6, 0, 0, 0]","[6, 0, 5, 4, 7, 7, 0, 4, 4, 0, 4, 4, 7]","[3, 3, 6, 4, 5, 5, 9, 4, 7, 7, 4, 7, 10, 4, 5, 6, 2, 4, 4, 7, 2, 2]",[],"[4, 10, 11, 26, 4, 2, 2, 5, 5, 7, 7, 3, 12, 1, 10, 4, 3, 4, 8, 6, 5, 5, 2, 12, 4, 8, 6, 9, 7, 5, 6]"
第四十九出,莺皂袍,否,6,"[5, 3, 3, 9, 5, 5, 8, 10, 4, 4, 4, 4, 8]","[0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0]","[5, 3, 3, 7, 5, 4, 8, 0, 4, 4, 4, 4, 8]","[4, 10, 11, 26, 4, 2, 2, 5, 5, 7, 7, 3, 12, 1, 10, 4, 3, 4, 8, 6, 5, 5, 2, 12, 4, 8, 6, 9, 7, 5, 6]",[],"[3, 4, 6, 4, 2, 3]"
第五十出,梁州令,否,1,"[7, 4, 7, 3, 3, 3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[7, 4, 7, 3, 3, 3]",[],[]
第五十出,昭君怨,否,2,"[6, 6, 5, 3, 6, 6, 5, 3, 3, 4, 4, 4, 4, 4, 4, 6, 6, 4, 4, 6, 6, 5, 12, 6, 6, 2, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 5, 3, 6, 6, 5, 3, 3, 4, 4, 4, 4, 4, 4, 6, 6, 4, 4, 6, 6, 5, 12, 6, 6, 2, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[6, 6, 5, 3, 6, 6, 5, 3, 3, 4, 4, 4, 4, 4, 4, 6, 6, 4, 4, 6, 6, 5, 12, 6, 6, 2, 7, 7]"
第五十出,金蕉叶,否,3,"[4, 7, 7, 11]","[0, 0, 0, 4]","[0, 0, 0, 0]","[4, 7, 7, 7]",[],[],"[5, 8, 2, 4, 5, 5, 4, 6, 4, 10, 6, 3, 4, 6, 3, 5, 7, 10, 5, 2, 7, 7, 6, 4, 6, 3, 3, 3, 3, 6, 4, 4, 6, 7, 6, 5, 4, 8, 4, 6, 5, 6]"
第五十出,梁州令,否,4,"[7, 5, 3, 5, 3, 3, 3]","[0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[7, 4, 2, 5, 3, 3, 3]","[5, 8, 2, 4, 5, 5, 4, 6, 4, 10, 6, 3, 4, 6, 3, 5, 7, 10, 5, 2, 7, 7, 6, 4, 6, 3, 3, 3, 3, 6, 4, 4, 6, 7, 6, 5, 4, 8, 4, 6, 5, 6]",[],"[2, 10, 6, 6, 7, 7, 7, 7, 4, 4, 7, 7, 4, 4, 7, 7, 2]"
第五十出,梁州序,否,5,"[4, 4, 6, 4, 6, 5, 4, 5, 8, 9, 3, 3, 7, 3, 3]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 6, 4, 6, 4, 4, 5, 7, 7, 3, 3, 7, 3, 3]","[2, 10, 6, 6, 7, 7, 7, 7, 4, 4, 7, 7, 4, 4, 7, 7, 2]",[]
第五十出,梁州序,是,6,"[4, 4, 6, 4, 6, 9, 6, 4, 5, 8, 7]","[0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0]","[4, 4, 6, 4, 6, 0, 4, 4, 5, 7, 7]",[],[],"[7, 7, 3, 4, 4, 4, 6, 7, 11, 7, 6, 6]"
第五十出,梁州序,是,7,"[7, 7, 6, 5, 4, 6, 4, 5, 9, 9]","[0, 0, 0, 0, 0, 2, 0, 0, 2, 2]","[0, 0, 6, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 0, 5, 4, 4, 4, 5, 7, 7]","[7, 7, 3, 4, 4, 4, 6, 7, 11, 7, 6, 6]",[],"[7, 4, 4, 4, 4]"
第五十出,梁州序,是,8,"[7, 7, 5, 4, 6, 4, 5, 3, 9, 10]","[0, 0, 0, 0, 2, 0, 0, 0, 2, 3]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[7, 7, 5, 4, 4, 4, 5, 0, 7, 7]","[7, 4, 4, 4, 4]",[],"[5, 5, 7, 7, 11, 6, 5, 2, 6, 6, 3, 11, 2, 7, 7, 7, 7, 5]"
第五十出,节节高,否,9,"[5, 3, 7, 3, 3, 3, 8, 8, 8, 9]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 7, 3, 3, 3, 7, 7, 7, 7]","[5, 5, 7, 7, 11, 6, 5, 2, 6, 6, 3, 11, 2, 7, 7, 7, 7, 5]",[],"[5, 5, 5, 5, 6, 4, 8, 7, 4, 7, 13, 2, 2, 3, 3, 8, 6, 4, 5, 6, 10, 2, 6, 4, 4, 6, 6, 6, 11, 4, 8, 2, 4, 7, 7, 4, 7, 4, 14, 4, 7, 4, 4, 4, 5]"
第五十出,节节高,是,10,"[5, 3, 7, 4, 3, 3, 3, 8, 7]","[0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 3, 0, 0]","[5, 3, 7, 3, 3, 3, 0, 7, 7]","[5, 5, 5, 5, 6, 4, 8, 7, 4, 7, 13, 2, 2, 3, 3, 8, 6, 4, 5, 6, 10, 2, 6, 4, 4, 6, 6, 6, 11, 4, 8, 2, 4, 7, 7, 4, 7, 4, 14, 4, 7, 4, 4, 4, 5]",[],"[4, 6, 4]"
第五十出,尾声,否,11,"[7, 8, 9]","[0, 1, 2]","[0, 0, 0]","[7, 7, 7]","[4, 6, 4]",[]
第五十一出,北点绛唇,否,1,"[4, 4, 3, 4, 6]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0]","[4, 4, 3, 4, 5]","[7, 7, 7, 7, 2, 4]",[],"[2, 6, 9, 4, 10, 7, 4, 4, 1, 8, 2, 2, 5, 5, 5, 6, 4, 7, 7, 2, 14, 4, 11, 6, 4, 6, 14, 4, 4, 4, 4, 8, 14, 8, 6, 8, 9, 2, 10]"
第五十一出,驻云飞,否,2,"[4, 7, 6, 5, 1, 5, 5, 4, 5, 8, 8]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[4, 7, 6, 5, 0, 5, 4, 4, 5, 7, 7]","[2, 6, 9, 4, 10, 7, 4, 4, 1, 8, 2, 2, 5, 5, 5, 6, 4, 7, 7, 2, 14, 4, 11, 6, 4, 6, 14, 4, 4, 4, 4, 8, 14, 8, 6, 8, 9, 2, 10]",[],"[7, 2, 14]"
第五十一出,驻云飞,是,3,"[4, 7, 5, 5, 1, 5, 4, 4, 5, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[4, 7, 5, 5, 0, 5, 4, 4, 5, 7, 7]","[7, 2, 14]",[],"[5, 2, 4, 4, 4, 13, 4, 4, 4, 6, 4, 2, 2, 7, 6, 4, 10, 7, 4, 5, 9, 4, 4, 2, 7, 7, 5, 2, 2, 2, 11, 4, 8, 3, 7, 4, 8, 4, 11, 4, 10, 10, 6, 4, 7, 5, 5, 2, 8, 5, 10, 7]"
第五十二出,吴小四,否,1,"[3, 3, 3, 3, 7, 7, 8]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]","[3, 3, 3, 3, 7, 7, 7]",[],[],"[2, 6, 4, 4, 8, 8, 1, 9, 4, 2, 5, 5]"
第五十二出,六幺令,否,2,"[4, 9, 10, 4, 3, 11]","[0, 0, 3, 1, 0, 3]","[0, 0, 0, 0, 0, 0]","[4, 9, 7, 3, 3, 8]","[2, 6, 4, 4, 8, 8, 1, 9, 4, 2, 5, 5]",[],"[2, 2, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 5, 6, 9, 5, 3, 3, 6, 9, 4, 3, 3, 9, 1, 4, 5, 12, 4, 6, 3, 8, 8, 6, 1, 9, 5, 7, 7, 6, 5, 11, 5, 5, 3, 5, 3]"
第五十二出,香柳娘,否,3,"[5, 5, 3, 4, 4, 8, 3, 5, 5, 5, 5, 9, 12, 2, 1, 1, 1, 5, 5, 5, 4]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 3, 0, 4, 0, 3, 5, 5, 5, 5, 9, 12, 2, 1, 1, 1, 5, 5, 0, 0]","[5, 5, 0, 4, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]","[2, 2, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 5, 6, 9, 5, 3, 3, 6, 9, 4, 3, 3, 9, 1, 4, 5, 12, 4, 6, 3, 8, 8, 6, 1, 9, 5, 7, 7, 6, 5, 11, 5, 5, 3, 5, 3]",[]
第五十二出,集句,否,4,"[7, 2, 7, 3, 7, 2, 7, 2, 7, 6, 1, 6, 7, 5, 6, 5, 3, 3, 4]","[0, 2, 0, 3, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 7, 0, 7, 0, 7, 0, 7, 6, 1, 6, 7, 5, 6, 5, 3, 3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 2, 7, 3, 7, 2, 7, 2, 7, 6, 1, 6, 7, 5, 6, 5, 3, 3, 4]"
第五十二出,香柳娘,是,5,"[5, 5, 5, 5, 6, 9, 4, 5, 6, 5, 5, 5, 5]","[0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 5, 5, 0, 0, 4, 5, 6, 0, 0, 0, 0]","[5, 5, 0, 0, 4, 7, 0, 0, 0, 5, 5, 5, 5]",[],[]
