出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第二十三出,混江龙,否,2,"[9, 8, 7, 4, 3, 7, 3, 8, 2, 3, 4, 3, 8, 6, 4, 8, 4, 4, 8, 4, 3, 10, 3, 10, 2, 3, 8, 2, 3, 7, 6, 6, 7, 4, 3, 3, 7, 4, 6, 7, 6, 7, 11, 11, 6, 3, 5, 3, 4, 3, 6, 3, 5, 2, 7, 11, 2, 7, 4, 7, 5, 3, 3, 3, 4, 3, 3, 3, 3, 4, 5, 11, 9, 9, 10, 7, 9, 11, 7, 4, 9, 7, 3, 8, 7, 4, 6, 12, 4, 6, 12, 4, 3, 2, 3, 7, 1, 1, 4, 5, 3, 7, 1, 1, 1, 4, 5, 3, 5, 7, 7, 3, 5, 7, 4, 9, 4, 3, 9, 4, 5, 1, 3, 6, 3, 6, 7, 7, 7, 4, 8, 3, 3, 3, 4, 10, 9, 3, 3, 3, 4, 10, 7, 7]","[5, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 3, 0, 3, 2, 3, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 3, 0, 3, 3, 3, 3, 4, 4, 0, 0, 5, 0, 0, 0, 6, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 3, 3, 0, 3, 3, 0, 0, 6, 0, 0, 5, 0, 0, 3, 5, 0, 3, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 2, 0, 2, 0, 0, 3, 0, 2, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 3, 3, 3]","[0, 0, 0, 0, 3, 7, 3, 0, 2, 3, 4, 3, 0, 6, 0, 0, 4, 0, 0, 4, 3, 0, 3, 0, 0, 0, 0, 2, 3, 0, 6, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 2, 7, 0, 0, 5, 0, 3, 3, 0, 3, 0, 3, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 2, 3, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 5, 3, 0, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 7, 4, 4, 0, 0, 0, 6, 0, 0, 0, 0, 7, 0, 3, 7, 0, 3, 7, 0, 0, 7, 0, 7, 0, 0, 8, 0, 0, 7, 0, 3, 4, 0, 0, 3, 4, 0, 3, 4, 3, 4, 7, 7, 0, 3, 0, 3, 4, 3, 0, 3, 4, 0, 0, 10, 0, 0, 3, 7, 0, 3, 0, 0, 4, 0, 3, 0, 0, 4, 0, 5, 5, 6, 7, 7, 6, 8, 7, 0, 3, 7, 0, 3, 7, 0, 3, 7, 4, 3, 6, 4, 0, 0, 0, 5, 1, 1, 4, 0, 0, 3, 1, 1, 1, 4, 0, 0, 4, 7, 0, 0, 4, 7, 4, 3, 4, 3, 6, 4, 0, 0, 3, 4, 3, 4, 7, 7, 4, 4, 6, 3, 3, 3, 4, 7, 7, 3, 3, 3, 4, 7, 4, 4]","[16, 6, 7, 8, 4, 6, 6, 6, 6, 7, 9, 4, 11, 8, 6, 4, 4, 5, 4, 7, 3, 8, 2, 4, 5]",[],"[4, 9, 6, 5, 5, 5, 2, 5, 6, 12, 2, 3, 2, 3, 4, 3, 4, 6, 4, 6, 6, 5, 5, 3, 4, 4, 10, 4, 3, 3, 6, 6, 4, 6, 3, 2, 5, 7, 5, 4, 6, 4, 4, 7, 7, 7, 5, 7, 1, 4, 6, 1, 4, 2, 7, 5, 5, 2, 6, 8, 2, 8, 6, 8, 6, 5, 11, 9, 7, 8, 2, 5, 7]"
第二十三出,油葫芦,否,3,"[3, 8, 3, 4, 8, 3, 8, 3, 8, 10, 9, 7, 6, 11, 13]","[0, 1, 0, 1, 4, 0, 2, 0, 1, 3, 7, 1, 0, 4, 6]","[3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 7, 0, 3, 4, 0, 6, 3, 7, 7, 2, 6, 6, 7, 7]","[4, 9, 6, 5, 5, 5, 2, 5, 6, 12, 2, 3, 2, 3, 4, 3, 4, 6, 4, 6, 6, 5, 5, 3, 4, 4, 10, 4, 3, 3, 6, 6, 4, 6, 3, 2, 5, 7, 5, 4, 6, 4, 4, 7, 7, 7, 5, 7, 1, 4, 6, 1, 4, 2, 7, 5, 5, 2, 6, 8, 2, 8, 6, 8, 6, 5, 11, 9, 7, 8, 2, 5, 7]",[],"[7, 9, 2, 6, 2, 5, 4, 7, 7, 3, 9]"
第二十三出,天下乐,否,4,"[10, 4, 4, 8, 10, 1, 3, 6, 9, 7, 11]","[3, 3, 1, 1, 0, 0, 0, 0, 6, 4, 5]","[0, 0, 0, 0, 10, 0, 3, 6, 0, 0, 0]","[7, 1, 3, 7, 0, 1, 0, 0, 3, 3, 6]","[7, 9, 2, 6, 2, 5, 4, 7, 7, 3, 9]",[],[6]
第二十三出,那叱令,否,5,"[8, 3, 2, 5, 3, 2, 5, 3, 2, 6, 6, 9]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 2, 5, 3, 2, 5, 3, 2, 3, 3, 7]",[6],[],"[7, 5, 5, 13, 5, 4, 4, 4, 4, 5, 4, 7, 7, 4, 4, 2, 8]"
第二十三出,鹊踏枝,否,6,"[6, 6, 7, 7, 4, 5, 7]","[3, 3, 3, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[3, 3, 4, 4, 3, 4, 7]","[7, 5, 5, 13, 5, 4, 4, 4, 4, 5, 4, 7, 7, 4, 4, 2, 8]",[],"[4, 8, 3, 12, 7, 7, 6, 2, 10, 7, 2, 2, 8, 6, 7, 10, 6, 8, 10]"
第二十三出,后庭花滚,否,7,"[6, 6, 6, 3, 9, 5, 7, 11, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 1, 6, 11, 15]","[1, 1, 3, 0, 4, 2, 3, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 0, 0]","[5, 5, 3, 3, 5, 3, 4, 7, 0, 3, 3, 2, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 4, 0, 3, 0, 3, 0, 3, 0, 4, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 4, 6, 0, 6, 6, 12]","[4, 8, 3, 12, 7, 7, 6, 2, 10, 7, 2, 2, 8, 6, 7, 10, 6, 8, 10]",[],"[5, 8, 8, 8, 6, 6, 6, 6, 4]"
第二十三出,寄生草,否,8,"[5, 5, 6, 6, 5, 6, 5, 6, 9, 12]","[2, 2, 4, 1, 3, 1, 3, 1, 2, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 2, 5, 2, 5, 2, 5, 7, 7]","[5, 8, 8, 8, 6, 6, 6, 6, 4]",[],"[4, 7, 2, 11, 4, 7, 9, 3, 8, 5, 8, 4, 4, 5, 6, 8, 5, 2, 6, 5, 4, 9, 8, 9, 8, 6, 6, 6, 6, 4, 4, 4, 7, 4, 9, 9, 4, 4, 3, 4, 4, 4, 8, 5, 2]"
第二十三出,幺篇,否,9,"[6, 5, 8, 8, 8, 5, 5, 6, 5]","[3, 2, 1, 1, 1, 3, 0, 4, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 7, 7, 7, 2, 5, 2, 5]","[4, 7, 2, 11, 4, 7, 9, 3, 8, 5, 8, 4, 4, 5, 6, 8, 5, 2, 6, 5, 4, 9, 8, 9, 8, 6, 6, 6, 6, 4, 4, 4, 7, 4, 9, 9, 4, 4, 3, 4, 4, 4, 8, 5, 2]",[],"[2, 10, 4, 6, 4, 8, 5, 2, 8, 2, 8, 3]"
第二十三出,赚尾,否,10,"[5, 6, 9, 11, 7, 7, 7, 8, 5, 5, 12]","[2, 3, 0, 4, 0, 4, 3, 1, 1, 1, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 9, 7, 7, 3, 4, 7, 4, 4, 7]","[2, 10, 4, 6, 4, 8, 5, 2, 8, 2, 8, 3]",[],[8]
第二十四出,金珑璁,否,1,"[5, 8, 6, 6, 4, 9]","[0, 2, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0]","[5, 6, 6, 6, 4, 7]",[],[],"[7, 7, 7, 7, 8, 6, 4, 5, 4, 4, 7]"
第二十四出,一落索,否,2,"[5, 5, 7, 7]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5, 5, 7, 7]","[7, 7, 7, 7, 8, 6, 4, 5, 4, 4, 7]",[]
第二十四出,集唐,否,3,"[7, 2, 7, 2, 7, 2, 7, 3, 1, 7]","[0, 2, 0, 2, 0, 2, 0, 3, 0, 0]","[7, 0, 7, 0, 7, 0, 7, 0, 1, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 2, 7, 2, 7, 2, 7, 3, 1, 7]"
第二十四出,好事近,否,4,"[7, 7, 4, 7, 8, 8, 7, 3, 4, 7, 1, 7, 4]","[2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 8, 7, 0, 0, 0, 1, 0, 0]","[5, 6, 4, 6, 8, 0, 0, 3, 4, 7, 0, 4, 4]",[],[],"[2, 5, 4, 8, 4, 7]"
第二十四出,锦缠道,否,5,"[3, 8, 6, 3, 5, 4, 8, 7, 6, 5, 4, 5, 11]","[0, 2, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 6, 5, 3, 2, 4, 7, 7, 5, 5, 4, 5, 7]","[2, 5, 4, 8, 4, 7]",[],"[6, 1, 7, 8, 4, 1, 6, 1, 7, 2, 2, 7, 4, 6]"
第二十四出,千秋岁,否,6,"[3, 5, 10, 4, 5, 6, 4, 7, 3, 3, 6, 7, 5]","[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 6, 4, 4, 6, 4, 7, 3, 3, 5, 5, 4]","[6, 1, 7, 8, 4, 1, 6, 1, 7, 2, 2, 7, 4, 6]",[],"[4, 6, 4, 6]"
第二十四出,尾声,否,7,"[2, 7, 8, 3, 6, 14]","[0, 0, 2, 0, 0, 3]","[2, 0, 0, 3, 6, 0]","[0, 7, 6, 0, 0, 11]","[4, 6, 4, 6]",[]
第二十五出,玩仙灯,否,1,"[4, 6, 7, 4, 7, 7]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[4, 6, 7, 4, 7, 7]",[],[],"[8, 9, 4, 4, 11, 6, 9, 4, 5, 13, 4, 5, 8, 7, 6, 4, 2, 2]"
第二十五出,玩仙灯,是,2,"[4, 7, 7, 4, 6, 7, 7]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 6, 0, 0]","[4, 6, 7, 4, 0, 7, 7]","[8, 9, 4, 4, 11, 6, 9, 4, 5, 13, 4, 5, 8, 7, 6, 4, 2, 2]",[]
第二十五出,苏幕遮,否,3,"[3, 3, 4, 5, 7, 4, 5, 3, 3, 4, 5, 7, 10, 2, 6, 5, 4, 7, 4, 4, 4, 6, 6, 6, 6, 4, 4, 4, 4, 2, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 4, 5, 7, 4, 5, 3, 3, 4, 5, 7, 10, 2, 6, 5, 4, 7, 4, 4, 4, 6, 6, 6, 6, 4, 4, 4, 4, 2, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[3, 3, 4, 5, 7, 4, 5, 3, 3, 4, 5, 7, 10, 2, 6, 5, 4, 7, 4, 4, 4, 6, 6, 6, 6, 4, 4, 4, 4, 2, 6]"
第二十五出,集唐,否,4,"[7, 3, 7, 3, 7, 2, 7, 3, 7, 6, 4, 9, 4, 2, 5, 6, 4]","[0, 3, 0, 3, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 7, 0, 7, 0, 7, 0, 7, 6, 4, 9, 4, 2, 5, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 3, 7, 3, 7, 2, 7, 3, 7, 6, 4, 9, 4, 2, 5, 6, 4]"
第二十五出,香罗带,否,5,"[5, 4, 8, 10, 3, 3, 9, 7, 12]","[0, 0, 1, 2, 0, 0, 2, 2, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 4, 7, 8, 3, 3, 7, 5, 7]",[],[]
第二十五出,香罗带,是,6,"[5, 4, 9, 6, 4, 5, 4, 2, 3, 11, 5, 3, 12, 7, 12]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 5, 2, 5]","[0, 0, 0, 6, 4, 5, 4, 2, 3, 0, 0, 0, 0, 0, 0]","[5, 4, 7, 0, 0, 0, 0, 0, 0, 9, 3, 3, 7, 5, 7]",[],[],"[4, 4, 4, 7, 7, 6, 8, 2, 12, 6, 8, 4, 6, 4, 9, 4, 2, 3, 6, 5, 10, 4, 4, 4, 2, 8, 4, 8, 6, 8, 6, 2, 2]"
第二十六出,黄莺儿,否,1,"[5, 3, 3, 7, 6, 6, 8, 3, 5, 5]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 3, 7, 5, 5, 7, 3, 4, 5]","[7, 7, 7, 7, 6, 4, 4, 6, 6, 4, 4, 4, 6, 4]",[],"[3, 6, 6]"
第二十六出,二郎神慢,否,2,"[3, 7, 2, 11, 7, 3, 6, 8, 4, 10, 10, 4, 5, 6, 3, 4, 5]","[0, 0, 2, 4, 3, 0, 0, 2, 2, 3, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 3, 6, 0, 2, 0, 0, 4, 5, 6, 0, 0, 0]","[3, 7, 0, 7, 4, 0, 0, 6, 0, 7, 7, 0, 0, 0, 3, 4, 5]","[3, 6, 6]",[],"[3, 5, 8]"
第二十六出,莺啼序,否,3,"[7, 7, 7, 7, 7, 8, 8, 9]","[1, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 8, 0]","[6, 6, 7, 7, 7, 7, 0, 9]","[3, 5, 8]",[],"[2, 7, 4, 1, 6, 7, 7, 7, 7, 1, 10, 9, 5]"
第二十六出,集贤宾,否,4,"[8, 7, 7, 3, 4, 11, 3, 8]","[1, 2, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]","[7, 5, 7, 3, 4, 11, 3, 6]","[2, 7, 4, 1, 6, 7, 7, 7, 7, 1, 10, 9, 5]",[],[6]
第二十六出,黄莺儿,否,5,"[5, 3, 3, 7, 4, 4, 7, 3, 4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 3, 7, 4, 4, 7, 3, 4, 5]",[6],[],"[8, 8]"
第二十六出,莺啼序,否,6,"[8, 7, 7, 7, 2, 2, 7, 7, 3, 4, 6]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0]","[7, 6, 7, 7, 0, 0, 7, 7, 3, 4, 6]","[8, 8]",[],"[7, 4, 7, 6, 7, 4, 6, 7, 7, 7, 7]"
第二十六出,簇御林,否,7,"[4, 3, 7, 9, 2, 2, 2, 2, 8, 9, 3, 4, 5]","[1, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]","[0, 0, 0, 9, 2, 2, 2, 2, 0, 0, 0, 0, 0]","[3, 3, 6, 0, 0, 0, 0, 0, 7, 6, 3, 4, 5]","[7, 4, 7, 6, 7, 4, 6, 7, 7, 7, 7]",[],"[1, 5, 9, 4, 2, 2, 2]"
第二十六出,尾声,否,8,"[8, 8, 4, 10]","[0, 1, 0, 3]","[0, 0, 4, 0]","[8, 7, 0, 7]","[1, 5, 9, 4, 2, 2, 2]",[]
第二十七出,挂真儿,否,1,"[7, 7, 4, 4, 6]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7, 7, 4, 4, 6]",[],[]
第二十七出,集唐,否,2,"[7, 3, 7, 2, 7, 3, 7, 2, 11, 4, 4, 6, 4, 8, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 3, 7, 2, 7, 3, 7, 2, 11, 4, 4, 6, 4, 8, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 3, 7, 2, 7, 3, 7, 2, 11, 4, 4, 6, 4, 8, 6]"
第二十七出,太平令,否,3,"[4, 7, 7, 2, 6, 7]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 2, 6, 0]","[4, 7, 7, 0, 0, 6]",[],[]
第二十七出,集唐,否,4,"[7, 3, 8, 2, 7, 2, 2, 8, 2, 7, 5, 4, 4, 9, 6, 3, 6, 4, 9, 7, 3, 7, 7, 4, 6, 6, 8]","[0, 3, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 8, 0, 7, 0, 2, 8, 0, 7, 5, 4, 4, 9, 6, 3, 6, 4, 9, 7, 3, 7, 7, 4, 6, 6, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 3, 8, 2, 7, 2, 2, 8, 2, 7, 5, 4, 4, 9, 6, 3, 6, 4, 9, 7, 3, 7, 7, 4, 6, 6, 8]"
第二十七出,孝南歌,否,5,"[3, 3, 7, 5, 5, 3, 4, 5, 5, 5, 6, 3, 3, 5, 6]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 7, 5, 5, 0, 4, 4, 5, 5, 5, 3, 3, 3, 6]",[],[],"[10, 6, 6]"
第二十七出,孝南歌,是,6,"[3, 3, 7, 3, 6, 5, 3, 7, 5, 5, 4, 5, 4, 5, 2, 5, 5, 3, 3, 6]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 3, 7, 5, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0]","[3, 3, 7, 0, 5, 5, 0, 0, 0, 4, 4, 4, 4, 5, 0, 0, 3, 3, 3, 6]","[10, 6, 6]",[],"[4, 9, 5, 4, 4, 2, 7, 7]"
第二十七出,水红花,否,7,"[11, 3, 4, 11, 3, 4, 1, 5, 3, 4, 7, 7, 5, 3, 7]","[4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 5, 3, 4, 7, 0, 0, 0, 0]","[7, 3, 4, 7, 3, 4, 0, 0, 0, 0, 0, 6, 2, 3, 7]","[4, 9, 5, 4, 4, 2, 7, 7]",[]
第二十七出,添字昭君怒,否,8,"[6, 6, 8, 3, 6, 6, 7, 3, 9, 6, 4, 10, 4, 4, 4, 4, 6, 4, 1, 6, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 8, 3, 6, 6, 7, 3, 9, 6, 4, 10, 4, 4, 4, 4, 6, 4, 1, 6, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[6, 6, 8, 3, 6, 6, 7, 3, 9, 6, 4, 10, 4, 4, 4, 4, 6, 4, 1, 6, 7, 5]"
第二十七出,小桃红,否,9,"[11, 7, 10, 7, 4, 3, 3, 3, 7, 7, 6, 10]","[4, 0, 3, 2, 1, 0, 0, 0, 3, 3, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 5, 3, 3, 3, 3, 4, 4, 3, 7]",[],[],[5]
第二十七出,下山虎,否,10,"[7, 4, 1, 6, 7, 5, 7, 4, 2, 2, 7, 7, 10, 6, 11, 4, 4, 2, 2, 7, 6, 1, 9, 3, 9, 4, 10, 6, 11, 5, 7, 6, 7, 10, 10]","[3, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 4, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 5, 7, 4, 2, 2, 7, 0, 0, 6, 11, 4, 4, 2, 2, 7, 6, 1, 9, 3, 9, 4, 0, 0, 0, 0, 7, 6, 7, 10, 0]","[4, 4, 0, 6, 4, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 7, 5, 0, 0, 0, 0, 7]",[5],[],"[6, 5, 1, 10, 3, 5, 5, 4, 2]"
第二十七出,醉归迟,否,11,"[3, 3, 9, 11, 6, 8, 3, 3, 3, 1, 7, 7]","[0, 0, 2, 4, 2, 1, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[3, 3, 7, 7, 4, 7, 3, 3, 3, 0, 7, 4]","[6, 5, 1, 10, 3, 5, 5, 4, 2]",[]
第二十七出,黑麻令,否,12,"[7, 9, 7, 1, 10, 8, 7, 6, 7]","[0, 2, 0, 0, 4, 1, 0, 2, 3]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[7, 7, 7, 0, 6, 7, 7, 4, 4]",[],[],"[1, 5, 5, 5]"
第二十七出,尾声,否,13,"[9, 4, 7, 15]","[3, 0, 0, 8]","[0, 4, 0, 0]","[6, 0, 7, 7]","[1, 5, 5, 5]",[],"[3, 2, 2, 6, 6, 4, 6, 4, 4, 2, 2, 4, 3, 3, 3, 4, 4, 4, 6, 1, 10, 7, 1, 6, 4, 2, 2, 7]"
第二十七出,忆多娇,否,14,"[4, 3, 8, 8, 6, 4, 7]","[0, 0, 0, 1, 2, 0, 3]","[0, 0, 0, 0, 0, 0, 0]","[4, 3, 8, 7, 4, 4, 4]","[3, 2, 2, 6, 6, 4, 6, 4, 4, 2, 2, 4, 3, 3, 3, 4, 4, 4, 6, 1, 10, 7, 1, 6, 4, 2, 2, 7]",[],"[9, 8]"
第二十七出,尾声,否,15,"[3, 3, 7, 3, 15]","[0, 0, 0, 3, 10]","[0, 0, 0, 0, 0]","[3, 3, 7, 0, 5]","[9, 8]",[]
第二十八出,夜行船,否,1,"[7, 7, 4, 4, 6]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7, 7, 4, 4, 6]",[],[],"[7, 7, 7, 7, 6, 4, 5, 4, 4, 4, 6, 6, 1, 5, 4, 4, 9, 7]"
第二十八出,香偏满,否,2,"[4, 7, 8, 3, 5, 4, 7]","[0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]","[4, 7, 7, 3, 5, 4, 6]","[7, 7, 7, 7, 6, 4, 5, 4, 4, 4, 6, 6, 1, 5, 4, 4, 9, 7]",[],"[2, 2, 7]"
第二十八出,懒画眉,否,3,"[9, 9, 9, 7, 13]","[2, 2, 2, 0, 6]","[0, 0, 0, 0, 0]","[7, 7, 7, 7, 7]","[2, 2, 7]",[]
第二十八出,二犯梧桐树,否,4,"[6, 6, 8, 4, 2, 8, 10, 7, 11, 8]","[1, 1, 0, 0, 0, 1, 2, 0, 4, 1]","[0, 0, 8, 4, 0, 0, 0, 0, 0, 0]","[5, 5, 0, 0, 2, 7, 8, 7, 7, 7]",[],[],"[9, 9]"
第二十八出,浣溪沙,否,5,"[3, 3, 7, 8, 7, 7, 3, 9, 7]","[0, 0, 0, 1, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 7, 0, 0, 0]","[3, 3, 7, 7, 7, 0, 3, 7, 7]","[9, 9]",[],"[4, 12]"
第二十八出,刘泼帽,否,6,"[9, 9, 3, 9, 13]","[2, 2, 0, 1, 3]","[0, 0, 3, 1, 0]","[7, 7, 0, 7, 10]","[4, 12]",[]
第二十八出,秋夜月,否,7,"[3, 6, 8, 7, 7, 5]","[0, 1, 1, 0, 3, 1]","[0, 0, 0, 0, 0, 0]","[3, 5, 7, 7, 4, 4]",[],[]
第二十八出,东瓯令,否,8,"[4, 3, 5, 3, 9, 6, 8, 6]","[1, 0, 1, 0, 2, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 4, 3, 7, 6, 7, 5]",[],[],"[4, 10]"
第二十八出,金莲子,否,9,"[3, 11, 8, 6, 8]","[0, 4, 1, 3, 0]","[0, 0, 0, 0, 0]","[3, 7, 7, 3, 8]","[4, 10]",[],"[10, 0]"
